Serial No , Queue No , Type , Length , Speed , Arrival , Depart, Service , Wait 
732,3,medium,7,12,3400,0,0,0
733,3,small,3,16,3400,0,0,0
734,3,medium,9,10,3400,0,0,0
735,3,large,13,9,3400,0,0,0
736,3,medium,8,10,3400,0,0,0
737,3,small,3,19,3400,0,0,0
738,1,large,15,9,3500,0,0,0
739,1,large,15,6,3500,0,0,0
740,1,medium,8,13,3500,0,0,0
741,1,large,12,6,3500,0,0,0
742,1,small,3,18,3500,0,0,0
743,1,small,4,16,3500,0,0,0
744,1,small,4,15,3500,0,0,0
745,2,medium,8,11,3500,0,0,0
746,2,small,4,18,3500,0,0,0
747,2,medium,8,14,3500,0,0,0
748,2,small,3,16,3500,0,0,0
749,2,large,15,8,3500,0,0,0
750,2,large,15,6,3500,0,0,0
751,2,small,3,17,3500,0,0,0
752,3,medium,8,12,3500,0,0,0
753,3,large,14,6,3500,0,0,0
754,3,small,4,17,3500,0,0,0
755,3,small,3,15,3500,0,0,0
756,3,small,4,18,3500,0,0,0
757,3,medium,8,11,3500,0,0,0
758,1,small,4,19,3600,0,0,0
759,1,small,3,15,3600,0,0,0
760,1,medium,8,14,3600,0,0,0
761,1,large,14,5,3600,0,0,0
762,1,large,15,5,3600,0,0,0
763,1,small,3,18,3600,0,0,0
764,1,medium,9,12,3600,0,0,0
765,1,small,4,17,3600,0,0,0
766,2,small,4,15,3600,0,0,0
767,2,medium,8,11,3600,0,0,0
768,2,large,14,9,3600,0,0,0
769,2,medium,9,11,3600,0,0,0
770,2,small,3,15,3600,0,0,0
771,2,medium,7,12,3600,0,0,0
772,2,large,14,9,3600,0,0,0
773,2,small,3,17,3600,0,0,0
774,3,medium,7,14,3600,0,0,0
775,3,large,16,5,3600,0,0,0
776,3,medium,8,11,3600,0,0,0
777,3,medium,8,10,3600,0,0,0
778,3,small,4,15,3600,0,0,0
779,3,small,3,17,3600,0,0,0
780,3,large,16,9,3600,0,0,0
781,1,large,14,9,3700,0,0,0
782,1,small,3,16,3700,0,0,0
783,1,small,3,17,3700,0,0,0
784,1,medium,8,13,3700,0,0,0
785,1,large,13,6,3700,0,0,0
786,1,medium,9,14,3700,0,0,0
787,1,large,12,7,3700,0,0,0
788,1,medium,7,12,3700,0,0,0
789,2,large,12,8,3700,0,0,0
790,2,large,12,5,3700,0,0,0
791,2,small,4,17,3700,0,0,0
792,2,large,14,8,3700,0,0,0
793,2,large,14,9,3700,0,0,0
794,2,large,12,7,3700,0,0,0
795,2,large,14,9,3700,0,0,0
796,2,small,3,19,3700,0,0,0
797,3,large,15,6,3700,0,0,0
798,3,medium,9,12,3700,0,0,0
799,3,small,3,15,3700,0,0,0
800,3,large,16,6,3700,0,0,0
801,3,large,15,8,3700,0,0,0
802,3,large,13,8,3700,0,0,0
803,3,medium,9,13,3700,0,0,0
804,1,medium,7,14,3800,0,0,0
805,1,medium,7,13,3800,0,0,0
806,1,small,3,16,3800,0,0,0
807,1,medium,7,14,3800,0,0,0
808,1,small,3,17,3800,0,0,0
809,1,large,15,5,3800,0,0,0
810,2,small,4,18,3800,0,0,0
811,2,small,4,17,3800,0,0,0
812,2,small,3,17,3800,0,0,0
813,2,medium,9,13,3800,0,0,0
814,2,medium,8,14,3800,0,0,0
815,2,small,3,16,3800,0,0,0
816,3,small,4,16,3800,0,0,0
817,3,small,4,17,3800,0,0,0
818,3,small,3,15,3800,0,0,0
819,3,medium,8,10,3800,0,0,0
820,3,large,13,5,3800,0,0,0
821,3,large,15,7,3800,0,0,0
822,3,large,12,7,3800,0,0,0
823,1,large,15,8,3900,0,0,0
824,1,large,12,5,3900,0,0,0
825,1,large,12,8,3900,0,0,0
826,1,small,4,18,3900,0,0,0
827,1,medium,7,12,3900,0,0,0
828,1,large,16,6,3900,0,0,0
829,1,small,3,19,3900,0,0,0
830,2,large,12,9,3900,0,0,0
831,2,large,12,5,3900,0,0,0
832,2,medium,8,13,3900,0,0,0
833,2,small,3,15,3900,0,0,0
834,2,large,15,9,3900,0,0,0
835,2,medium,8,11,3900,0,0,0
836,3,medium,8,14,3900,0,0,0
837,3,small,3,17,3900,0,0,0
838,3,large,15,7,3900,0,0,0
839,3,medium,8,13,3900,0,0,0
840,3,small,3,18,3900,0,0,0
841,3,medium,8,12,3900,0,0,0
842,3,small,4,16,3900,0,0,0
843,1,small,4,19,4000,0,0,0
844,1,large,15,8,4000,0,0,0
845,1,small,4,18,4000,0,0,0
846,1,small,4,16,4000,0,0,0
847,1,small,4,16,4000,0,0,0
848,1,medium,9,14,4000,0,0,0
849,1,large,14,5,4000,0,0,0
850,2,medium,9,11,4000,0,0,0
851,2,medium,8,12,4000,0,0,0
852,2,large,13,6,4000,0,0,0
853,2,small,3,19,4000,0,0,0
854,2,medium,9,10,4000,0,0,0
855,2,small,3,16,4000,0,0,0
856,3,small,4,17,4000,0,0,0
857,3,medium,7,12,4000,0,0,0
858,3,medium,8,11,4000,0,0,0
859,3,medium,8,14,4000,0,0,0
860,3,small,4,17,4000,0,0,0
861,3,medium,7,14,4000,0,0,0
862,3,large,13,8,4000,0,0,0
863,1,small,3,16,4100,0,0,0
864,1,medium,9,10,4100,0,0,0
865,1,medium,8,12,4100,0,0,0
866,1,small,3,15,4100,0,0,0
867,1,medium,9,13,4100,0,0,0
868,1,small,3,18,4100,0,0,0
869,1,medium,8,12,4100,0,0,0
870,2,medium,8,11,4100,0,0,0
871,2,large,13,8,4100,0,0,0
872,2,small,4,15,4100,0,0,0
873,2,small,3,19,4100,0,0,0
874,2,large,15,6,4100,0,0,0
875,2,large,12,8,4100,0,0,0
876,2,small,4,18,4100,0,0,0
877,3,large,12,6,4100,0,0,0
878,3,small,4,15,4100,0,0,0
879,3,large,13,6,4100,0,0,0
880,3,large,14,6,4100,0,0,0
881,3,medium,9,13,4100,0,0,0
882,3,small,4,18,4100,0,0,0
883,3,small,4,19,4100,0,0,0
884,3,small,3,18,4100,0,0,0
885,1,medium,8,11,4200,0,0,0
886,1,large,13,5,4200,0,0,0
887,1,small,4,18,4200,0,0,0
888,1,medium,7,13,4200,0,0,0
889,1,small,4,16,4200,0,0,0
890,1,medium,7,14,4200,0,0,0
891,2,medium,7,10,4200,0,0,0
892,2,small,3,15,4200,0,0,0
893,2,medium,9,13,4200,0,0,0
894,2,small,3,18,4200,0,0,0
895,2,small,3,18,4200,0,0,0
896,2,medium,8,11,4200,0,0,0
897,3,small,4,15,4200,0,0,0
898,3,large,12,5,4200,0,0,0
899,3,small,4,16,4200,0,0,0
900,3,medium,8,10,4200,0,0,0
901,3,medium,9,14,4200,0,0,0
902,3,large,16,7,4200,0,0,0
903,3,large,12,8,4200,0,0,0
904,3,medium,9,11,4200,0,0,0
905,1,small,4,17,4300,0,0,0
906,1,small,3,19,4300,0,0,0
907,1,medium,7,14,4300,0,0,0
908,1,large,14,8,4300,0,0,0
909,1,large,12,9,4300,0,0,0
910,1,large,15,9,4300,0,0,0
911,1,medium,8,13,4300,0,0,0
912,1,large,16,9,4300,0,0,0
913,2,large,16,7,4300,0,0,0
914,2,large,16,7,4300,0,0,0
915,2,medium,7,11,4300,0,0,0
916,2,large,15,8,4300,0,0,0
917,2,large,14,8,4300,0,0,0
918,2,small,4,17,4300,0,0,0
919,2,large,14,8,4300,0,0,0
920,3,large,12,7,4300,0,0,0
921,3,medium,7,13,4300,0,0,0
922,3,small,4,19,4300,0,0,0
923,3,large,16,7,4300,0,0,0
924,3,small,3,19,4300,0,0,0
925,3,large,12,6,4300,0,0,0
926,1,large,12,8,4400,0,0,0
927,1,large,15,9,4400,0,0,0
928,1,small,4,15,4400,0,0,0
929,1,medium,9,11,4400,0,0,0
930,1,small,3,18,4400,0,0,0
931,1,medium,9,14,4400,0,0,0
932,1,large,15,5,4400,0,0,0
933,1,large,15,9,4400,0,0,0
934,2,large,12,8,4400,0,0,0
935,2,large,13,5,4400,0,0,0
936,2,medium,9,10,4400,0,0,0
937,2,small,3,18,4400,0,0,0
938,2,large,12,9,4400,0,0,0
939,2,small,3,17,4400,0,0,0
940,3,large,15,9,4400,0,0,0
941,3,medium,7,10,4400,0,0,0
942,3,small,3,16,4400,0,0,0
943,3,large,14,7,4400,0,0,0
944,3,medium,7,12,4400,0,0,0
945,3,medium,7,10,4400,0,0,0
946,3,medium,8,13,4400,0,0,0
947,1,small,3,17,4500,0,0,0
948,1,medium,7,11,4500,0,0,0
949,1,medium,8,11,4500,0,0,0
950,1,small,3,15,4500,0,0,0
951,1,small,3,15,4500,0,0,0
952,1,large,14,6,4500,0,0,0
953,1,large,13,5,4500,0,0,0
954,2,small,3,15,4500,0,0,0
955,2,small,4,19,4500,0,0,0
956,2,small,3,18,4500,0,0,0
957,2,medium,9,11,4500,0,0,0
958,2,large,12,9,4500,0,0,0
959,2,large,16,7,4500,0,0,0
960,2,medium,9,10,4500,0,0,0
961,2,large,13,7,4500,0,0,0
962,3,large,16,6,4500,0,0,0
963,3,small,4,18,4500,0,0,0
964,3,large,12,9,4500,0,0,0
965,3,medium,9,11,4500,0,0,0
966,3,small,3,19,4500,0,0,0
967,3,medium,7,11,4500,0,0,0
968,3,medium,9,14,4500,0,0,0
969,1,medium,7,11,4600,0,0,0
970,1,large,16,7,4600,0,0,0
971,1,small,4,16,4600,0,0,0
972,1,medium,9,10,4600,0,0,0
973,1,medium,7,14,4600,0,0,0
974,1,small,3,19,4600,0,0,0
975,2,small,4,18,4600,0,0,0
976,2,small,3,17,4600,0,0,0
977,2,medium,9,10,4600,0,0,0
978,2,small,3,15,4600,0,0,0
979,2,small,3,15,4600,0,0,0
980,2,large,15,6,4600,0,0,0
981,3,large,14,5,4600,0,0,0
982,3,medium,7,14,4600,0,0,0
983,3,large,13,9,4600,0,0,0
984,3,small,4,19,4600,0,0,0
985,3,medium,8,11,4600,0,0,0
986,3,medium,7,11,4600,0,0,0
987,1,medium,9,13,4700,0,0,0
988,1,medium,9,10,4700,0,0,0
989,1,small,4,19,4700,0,0,0
990,1,small,3,19,4700,0,0,0
991,1,small,4,17,4700,0,0,0
992,1,medium,7,13,4700,0,0,0
993,2,large,12,7,4700,0,0,0
994,2,small,4,15,4700,0,0,0
995,2,small,3,17,4700,0,0,0
996,2,small,4,18,4700,0,0,0
997,2,large,12,5,4700,0,0,0
998,2,large,15,9,4700,0,0,0
999,2,large,13,5,4700,0,0,0
1000,3,medium,9,13,4700,0,0,0
1001,3,large,13,5,4700,0,0,0
1002,3,small,4,19,4700,0,0,0
1003,3,medium,7,14,4700,0,0,0
1004,3,small,4,18,4700,0,0,0
1005,3,large,13,7,4700,0,0,0
1006,3,medium,9,13,4700,0,0,0
1007,1,small,3,17,4800,0,0,0
1008,1,medium,9,12,4800,0,0,0
1009,1,medium,8,11,4800,0,0,0
1010,1,large,16,9,4800,0,0,0
1011,1,medium,7,13,4800,0,0,0
1012,1,small,4,19,4800,0,0,0
1013,1,medium,9,12,4800,0,0,0
1014,2,large,14,6,4800,0,0,0
1015,2,large,16,9,4800,0,0,0
1016,2,medium,9,10,4800,0,0,0
1017,2,large,12,9,4800,0,0,0
1018,2,large,16,8,4800,0,0,0
1019,2,medium,8,14,4800,0,0,0
1020,2,small,4,17,4800,0,0,0
1021,3,small,3,16,4800,0,0,0
1022,3,small,4,18,4800,0,0,0
1023,3,large,14,9,4800,0,0,0
1024,3,medium,8,13,4800,0,0,0
1025,3,large,15,9,4800,0,0,0
1026,3,small,3,17,4800,0,0,0
1027,3,large,16,9,4800,0,0,0
1028,3,small,4,17,4800,0,0,0
1029,1,large,15,6,4900,0,0,0
1030,1,large,16,8,4900,0,0,0
1031,1,small,3,18,4900,0,0,0
1032,1,large,14,7,4900,0,0,0
1033,1,small,4,15,4900,0,0,0
1034,1,large,12,5,4900,0,0,0
1035,1,large,13,6,4900,0,0,0
1036,1,small,4,17,4900,0,0,0
1037,2,large,16,9,4900,0,0,0
1038,2,large,16,8,4900,0,0,0
1039,2,small,4,19,4900,0,0,0
1040,2,medium,8,11,4900,0,0,0
1041,2,large,16,6,4900,0,0,0
1042,2,small,4,18,4900,0,0,0
1043,3,medium,7,14,4900,0,0,0
1044,3,small,3,19,4900,0,0,0
1045,3,large,16,6,4900,0,0,0
1046,3,small,4,16,4900,0,0,0
1047,3,small,4,19,4900,0,0,0
1048,3,medium,8,14,4900,0,0,0
1049,3,large,12,6,4900,0,0,0
1050,1,medium,9,12,5000,0,0,0
1051,1,small,4,16,5000,0,0,0
1052,1,medium,7,10,5000,0,0,0
1053,1,large,15,6,5000,0,0,0
1054,1,large,12,6,5000,0,0,0
1055,1,small,4,15,5000,0,0,0
1056,1,medium,9,10,5000,0,0,0
1057,2,large,15,7,5000,0,0,0
1058,2,large,12,8,5000,0,0,0
1059,2,small,4,17,5000,0,0,0
1060,2,medium,7,11,5000,0,0,0
1061,2,small,3,17,5000,0,0,0
1062,2,small,3,17,5000,0,0,0
1063,2,large,12,8,5000,0,0,0
1064,3,small,3,17,5000,0,0,0
1065,3,large,12,5,5000,0,0,0
1066,3,large,12,7,5000,0,0,0
1067,3,small,3,19,5000,0,0,0
1068,3,small,3,19,5000,0,0,0
1069,3,small,3,15,5000,0,0,0
1070,3,small,3,15,5000,0,0,0
1071,3,large,13,9,5000,0,0,0
1072,1,small,3,19,5100,0,0,0
1073,1,large,15,8,5100,0,0,0
1074,1,large,15,8,5100,0,0,0
1075,1,medium,8,11,5100,0,0,0
1076,1,small,3,17,5100,0,0,0
1077,1,large,13,9,5100,0,0,0
1078,1,large,15,7,5100,0,0,0
1079,1,medium,9,13,5100,0,0,0
1080,2,large,15,5,5100,0,0,0
1081,2,medium,7,12,5100,0,0,0
1082,2,large,13,6,5100,0,0,0
1083,2,small,3,18,5100,0,0,0
1084,2,medium,8,13,5100,0,0,0
1085,2,medium,9,11,5100,0,0,0
1086,3,small,3,16,5100,0,0,0
1087,3,small,4,19,5100,0,0,0
1088,3,medium,7,12,5100,0,0,0
1089,3,medium,8,12,5100,0,0,0
1090,3,medium,9,11,5100,0,0,0
1091,3,small,4,15,5100,0,0,0
1092,3,large,12,5,5100,0,0,0
1093,3,medium,9,11,5100,0,0,0
1094,1,small,3,15,5200,0,0,0
1095,1,small,3,17,5200,0,0,0
1096,1,large,16,6,5200,0,0,0
1097,1,large,12,6,5200,0,0,0
1098,1,large,14,6,5200,0,0,0
1099,1,small,4,17,5200,0,0,0
1100,2,medium,7,11,5200,0,0,0
1101,2,medium,7,12,5200,0,0,0
1102,2,medium,9,12,5200,0,0,0
1103,2,small,4,19,5200,0,0,0
1104,2,small,4,17,5200,0,0,0
1105,2,medium,9,10,5200,0,0,0
1106,2,small,3,18,5200,0,0,0
1107,2,large,12,9,5200,0,0,0
1108,3,medium,8,14,5200,0,0,0
1109,3,large,14,9,5200,0,0,0
1110,3,medium,9,14,5200,0,0,0
1111,3,medium,8,11,5200,0,0,0
1112,3,large,16,7,5200,0,0,0
1113,3,large,16,8,5200,0,0,0
1114,3,small,4,19,5200,0,0,0
1115,3,large,13,9,5200,0,0,0
1116,1,small,4,15,5300,0,0,0
1117,1,small,3,19,5300,0,0,0
1118,1,large,15,6,5300,0,0,0
1119,1,medium,7,10,5300,0,0,0
1120,1,medium,7,13,5300,0,0,0
1121,1,large,14,5,5300,0,0,0
1122,1,medium,8,11,5300,0,0,0
1123,2,large,14,5,5300,0,0,0
1124,2,medium,7,12,5300,0,0,0
1125,2,small,4,16,5300,0,0,0
1126,2,small,3,18,5300,0,0,0
1127,2,large,15,7,5300,0,0,0
1128,2,small,3,19,5300,0,0,0
1129,2,small,4,17,5300,0,0,0
1130,2,medium,9,12,5300,0,0,0
1131,3,small,3,16,5300,0,0,0
1132,3,large,13,8,5300,0,0,0
1133,3,medium,8,11,5300,0,0,0
1134,3,small,4,15,5300,0,0,0
1135,3,large,16,6,5300,0,0,0
1136,3,large,13,5,5300,0,0,0
1137,3,large,16,8,5300,0,0,0
1138,3,medium,9,14,5300,0,0,0
1139,1,small,3,18,5400,0,0,0
1140,1,small,3,16,5400,0,0,0
1141,1,medium,8,14,5400,0,0,0
1142,1,medium,9,10,5400,0,0,0
1143,1,small,3,19,5400,0,0,0
1144,1,medium,9,14,5400,0,0,0
1145,1,medium,9,14,5400,0,0,0
1146,1,large,16,9,5400,0,0,0
1147,2,large,16,8,5400,0,0,0
1148,2,large,13,8,5400,0,0,0
1149,2,small,4,17,5400,0,0,0
1150,2,medium,8,13,5400,0,0,0
1151,2,large,14,7,5400,0,0,0
1152,2,small,4,16,5400,0,0,0
1153,3,small,4,17,5400,0,0,0
1154,3,small,3,18,5400,0,0,0
1155,3,large,14,6,5400,0,0,0
1156,3,medium,9,13,5400,0,0,0
1157,3,medium,9,12,5400,0,0,0
1158,3,large,12,9,5400,0,0,0
1159,3,large,16,9,5400,0,0,0
1160,3,medium,7,11,5400,0,0,0
1161,1,large,13,5,5500,0,0,0
1162,1,large,15,8,5500,0,0,0
1163,1,small,3,17,5500,0,0,0
1164,1,large,13,5,5500,0,0,0
1165,1,large,15,7,5500,0,0,0
1166,1,large,16,9,5500,0,0,0
1167,1,large,14,7,5500,0,0,0
1168,2,small,4,18,5500,0,0,0
1169,2,medium,8,11,5500,0,0,0
1170,2,medium,9,11,5500,0,0,0
1171,2,small,4,19,5500,0,0,0
1172,2,medium,7,10,5500,0,0,0
1173,2,medium,7,12,5500,0,0,0
1174,2,small,3,19,5500,0,0,0
1175,3,small,3,16,5500,0,0,0
1176,3,medium,7,10,5500,0,0,0
1177,3,medium,8,12,5500,0,0,0
1178,3,small,3,17,5500,0,0,0
1179,3,medium,8,13,5500,0,0,0
1180,3,medium,7,13,5500,0,0,0
1181,3,medium,9,11,5500,0,0,0
1182,3,small,3,16,5500,0,0,0
1183,1,large,14,9,5600,0,0,0
1184,1,large,15,9,5600,0,0,0
1185,1,large,16,8,5600,0,0,0
1186,1,large,12,8,5600,0,0,0
1187,1,medium,8,12,5600,0,0,0
1188,1,small,3,18,5600,0,0,0
1189,1,small,3,19,5600,0,0,0
1190,1,large,13,6,5600,0,0,0
1191,2,medium,7,13,5600,0,0,0
1192,2,medium,8,11,5600,0,0,0
1193,2,large,13,5,5600,0,0,0
1194,2,large,12,9,5600,0,0,0
1195,2,small,4,17,5600,0,0,0
1196,2,small,4,15,5600,0,0,0
1197,2,medium,7,11,5600,0,0,0
1198,3,small,3,15,5600,0,0,0
1199,3,small,4,15,5600,0,0,0
1200,3,small,3,18,5600,0,0,0
1201,3,medium,8,13,5600,0,0,0
1202,3,small,3,17,5600,0,0,0
1203,3,small,3,18,5600,0,0,0
1204,3,medium,8,12,5600,0,0,0
1205,3,small,3,17,5600,0,0,0
1206,1,large,15,8,5700,0,0,0
1207,1,medium,9,11,5700,0,0,0
1208,1,large,12,7,5700,0,0,0
1209,1,small,3,19,5700,0,0,0
1210,1,small,3,17,5700,0,0,0
1211,1,small,4,15,5700,0,0,0
1212,2,medium,8,10,5700,0,0,0
1213,2,large,15,7,5700,0,0,0
1214,2,large,16,5,5700,0,0,0
1215,2,medium,9,14,5700,0,0,0
1216,2,large,13,5,5700,0,0,0
1217,2,large,12,8,5700,0,0,0
1218,2,large,13,8,5700,0,0,0
1219,3,large,12,9,5700,0,0,0
1220,3,small,4,17,5700,0,0,0
1221,3,large,16,6,5700,0,0,0
1222,3,large,13,6,5700,0,0,0
1223,3,medium,8,14,5700,0,0,0
1224,3,small,4,16,5700,0,0,0
1225,3,small,4,17,5700,0,0,0
1226,3,large,12,7,5700,0,0,0
1227,1,small,3,19,5800,0,0,0
1228,1,medium,7,12,5800,0,0,0
1229,1,medium,9,14,5800,0,0,0
1230,1,small,4,19,5800,0,0,0
1231,1,medium,7,10,5800,0,0,0
1232,1,large,12,6,5800,0,0,0
1233,1,small,4,18,5800,0,0,0
1234,1,small,3,17,5800,0,0,0
1235,2,large,12,7,5800,0,0,0
1236,2,large,13,5,5800,0,0,0
1237,2,large,13,9,5800,0,0,0
1238,2,medium,9,11,5800,0,0,0
1239,2,medium,8,11,5800,0,0,0
1240,2,medium,7,14,5800,0,0,0
1241,3,medium,9,12,5800,0,0,0
1242,3,large,12,9,5800,0,0,0
1243,3,small,3,18,5800,0,0,0
1244,3,small,4,18,5800,0,0,0
1245,3,small,4,19,5800,0,0,0
1246,3,large,16,8,5800,0,0,0
1247,3,small,4,18,5800,0,0,0
1248,3,large,12,9,5800,0,0,0
1249,1,small,3,17,5900,0,0,0
1250,1,small,3,15,5900,0,0,0
1251,1,small,4,16,5900,0,0,0
1252,1,medium,9,13,5900,0,0,0
1253,1,small,3,15,5900,0,0,0
1254,1,small,4,18,5900,0,0,0
1255,2,large,12,5,5900,0,0,0
1256,2,small,4,15,5900,0,0,0
1257,2,medium,8,10,5900,0,0,0
1258,2,small,4,17,5900,0,0,0
1259,2,large,15,6,5900,0,0,0
1260,2,small,4,19,5900,0,0,0
1261,3,small,4,17,5900,0,0,0
1262,3,small,4,19,5900,0,0,0
1263,3,large,16,9,5900,0,0,0
1264,3,medium,8,14,5900,0,0,0
1265,3,large,12,9,5900,0,0,0
1266,3,medium,9,10,5900,0,0,0
1267,1,large,15,8,6000,0,0,0
1268,1,medium,8,10,6000,0,0,0
1269,1,small,4,18,6000,0,0,0
1270,1,large,14,9,6000,0,0,0
1271,1,large,13,5,6000,0,0,0
1272,1,large,13,9,6000,0,0,0
1273,1,small,3,15,6000,0,0,0
1274,2,large,16,5,6000,0,0,0
1275,2,medium,9,13,6000,0,0,0
1276,2,small,4,17,6000,0,0,0
1277,2,medium,7,10,6000,0,0,0
1278,2,small,3,16,6000,0,0,0
1279,2,small,3,15,6000,0,0,0
1280,3,small,4,17,6000,0,0,0
1281,3,medium,7,12,6000,0,0,0
1282,3,medium,9,11,6000,0,0,0
1283,3,small,4,17,6000,0,0,0
1284,3,medium,7,11,6000,0,0,0
1285,3,small,3,17,6000,0,0,0
1286,1,small,4,19,6100,0,0,0
1287,1,large,16,7,6100,0,0,0
1288,1,small,3,15,6100,0,0,0
1289,1,small,4,19,6100,0,0,0
1290,1,small,4,15,6100,0,0,0
1291,1,medium,9,12,6100,0,0,0
1292,1,small,3,16,6100,0,0,0
1293,1,medium,9,11,6100,0,0,0
1294,2,large,15,8,6100,0,0,0
1295,2,medium,7,14,6100,0,0,0
1296,2,small,3,19,6100,0,0,0
1297,2,large,16,9,6100,0,0,0
1298,2,medium,8,12,6100,0,0,0
1299,2,medium,7,14,6100,0,0,0
1300,2,small,4,18,6100,0,0,0
1301,2,medium,8,12,6100,0,0,0
1302,3,large,16,7,6100,0,0,0
1303,3,medium,8,13,6100,0,0,0
1304,3,large,12,5,6100,0,0,0
1305,3,medium,9,14,6100,0,0,0
1306,3,medium,8,10,6100,0,0,0
1307,3,small,3,18,6100,0,0,0
1308,3,small,3,18,6100,0,0,0
1309,3,medium,8,12,6100,0,0,0
1310,1,small,3,15,6200,0,0,0
1311,1,medium,7,10,6200,0,0,0
1312,1,small,3,16,6200,0,0,0
1313,1,medium,7,12,6200,0,0,0
1314,1,medium,7,13,6200,0,0,0
1315,1,small,4,18,6200,0,0,0
1316,1,medium,7,11,6200,0,0,0
1317,1,medium,8,14,6200,0,0,0
1318,2,small,3,15,6200,0,0,0
1319,2,large,12,6,6200,0,0,0
1320,2,small,3,17,6200,0,0,0
1321,2,small,3,18,6200,0,0,0
1322,2,medium,8,11,6200,0,0,0
1323,2,medium,7,14,6200,0,0,0
1324,3,medium,8,14,6200,0,0,0
1325,3,small,3,17,6200,0,0,0
1326,3,small,3,15,6200,0,0,0
1327,3,medium,7,14,6200,0,0,0
1328,3,large,16,5,6200,0,0,0
1329,3,medium,9,10,6200,0,0,0
1330,1,small,3,18,6300,0,0,0
1331,1,medium,9,11,6300,0,0,0
1332,1,large,16,5,6300,0,0,0
1333,1,medium,9,11,6300,0,0,0
1334,1,large,16,6,6300,0,0,0
1335,1,medium,7,12,6300,0,0,0
1336,1,large,13,8,6300,0,0,0
1337,1,medium,8,11,6300,0,0,0
1338,2,medium,7,14,6300,0,0,0
1339,2,small,4,18,6300,0,0,0
1340,2,small,4,15,6300,0,0,0
1341,2,small,3,17,6300,0,0,0
1342,2,small,3,18,6300,0,0,0
1343,2,large,12,6,6300,0,0,0
1344,3,medium,7,12,6300,0,0,0
1345,3,medium,7,12,6300,0,0,0
1346,3,medium,9,11,6300,0,0,0
1347,3,large,12,8,6300,0,0,0
1348,3,medium,9,14,6300,0,0,0
1349,3,small,3,16,6300,0,0,0
1350,3,small,3,17,6300,0,0,0
1351,1,medium,9,12,6400,0,0,0
1352,1,large,15,9,6400,0,0,0
1353,1,small,4,15,6400,0,0,0
1354,1,small,4,19,6400,0,0,0
1355,1,medium,9,11,6400,0,0,0
1356,1,small,3,17,6400,0,0,0
1357,1,medium,9,14,6400,0,0,0
1358,2,large,12,5,6400,0,0,0
1359,2,large,13,5,6400,0,0,0
1360,2,medium,7,13,6400,0,0,0
1361,2,medium,8,14,6400,0,0,0
1362,2,small,3,17,6400,0,0,0
1363,2,medium,9,10,6400,0,0,0
1364,3,small,4,15,6400,0,0,0
1365,3,small,3,19,6400,0,0,0
1366,3,small,4,17,6400,0,0,0
1367,3,large,14,6,6400,0,0,0
1368,3,small,3,19,6400,0,0,0
1369,3,small,4,15,6400,0,0,0
1370,3,large,15,5,6400,0,0,0
1371,1,small,4,15,6500,0,0,0
1372,1,medium,8,14,6500,0,0,0
1373,1,medium,8,10,6500,0,0,0
1374,1,small,4,17,6500,0,0,0
1375,1,large,16,7,6500,0,0,0
1376,1,small,3,15,6500,0,0,0
1377,1,large,13,6,6500,0,0,0
1378,2,large,15,7,6500,0,0,0
1379,2,large,16,8,6500,0,0,0
1380,2,medium,8,13,6500,0,0,0
1381,2,small,4,16,6500,0,0,0
1382,2,large,12,6,6500,0,0,0
1383,2,small,4,19,6500,0,0,0
1384,2,medium,9,12,6500,0,0,0
1385,2,large,15,9,6500,0,0,0
1386,3,large,14,8,6500,0,0,0
1387,3,large,12,9,6500,0,0,0
1388,3,large,13,5,6500,0,0,0
1389,3,large,14,5,6500,0,0,0
1390,3,large,16,6,6500,0,0,0
1391,3,large,15,8,6500,0,0,0
1392,1,small,3,16,6600,0,0,0
1393,1,large,16,7,6600,0,0,0
1394,1,large,14,8,6600,0,0,0
1395,1,small,4,19,6600,0,0,0
1396,1,small,4,15,6600,0,0,0
1397,1,medium,8,14,6600,0,0,0
1398,1,small,3,18,6600,0,0,0
1399,1,small,3,15,6600,0,0,0
1400,2,medium,7,10,6600,0,0,0
1401,2,medium,8,12,6600,0,0,0
1402,2,small,3,18,6600,0,0,0
1403,2,small,4,16,6600,0,0,0
1404,2,small,4,15,6600,0,0,0
1405,2,large,13,9,6600,0,0,0
1406,3,large,14,8,6600,0,0,0
1407,3,small,4,16,6600,0,0,0
1408,3,small,4,17,6600,0,0,0
1409,3,small,4,18,6600,0,0,0
1410,3,small,4,16,6600,0,0,0
1411,3,small,3,18,6600,0,0,0
1412,3,large,15,6,6600,0,0,0
1413,1,medium,8,14,6700,0,0,0
1414,1,large,15,6,6700,0,0,0
1415,1,large,16,7,6700,0,0,0
1416,1,large,13,9,6700,0,0,0
1417,1,small,4,19,6700,0,0,0
1418,1,large,15,6,6700,0,0,0
1419,1,large,16,6,6700,0,0,0
1420,1,medium,8,10,6700,0,0,0
1421,2,large,15,6,6700,0,0,0
1422,2,small,3,19,6700,0,0,0
1423,2,large,14,8,6700,0,0,0
1424,2,small,4,15,6700,0,0,0
1425,2,medium,9,12,6700,0,0,0
1426,2,medium,8,11,6700,0,0,0
1427,2,medium,9,11,6700,0,0,0
1428,3,medium,9,14,6700,0,0,0
1429,3,small,3,18,6700,0,0,0
1430,3,medium,9,10,6700,0,0,0
1431,3,large,13,5,6700,0,0,0
